filename,class,class_id,split,path
fiber_0000.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0000.png
fiber_0001.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0001.png
fiber_0002.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0002.png
fiber_0003.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0003.png
fiber_0004.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0004.png
fiber_0005.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0005.png
fiber_0006.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0006.png
fiber_0007.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0007.png
fiber_0008.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0008.png
fiber_0009.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0009.png
fiber_0010.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0010.png
fiber_0011.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0011.png
fiber_0012.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0012.png
fiber_0013.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0013.png
fiber_0014.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0014.png
fiber_0015.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0015.png
fiber_0016.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0016.png
fiber_0017.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0017.png
fiber_0018.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0018.png
fiber_0019.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0019.png
fiber_0020.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0020.png
fiber_0021.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0021.png
fiber_0022.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0022.png
fiber_0023.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0023.png
fiber_0024.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0024.png
fiber_0025.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0025.png
fiber_0026.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0026.png
fiber_0027.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0027.png
fiber_0028.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0028.png
fiber_0029.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0029.png
fiber_0030.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0030.png
fiber_0031.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0031.png
fiber_0032.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0032.png
fiber_0033.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0033.png
fiber_0034.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0034.png
fiber_0035.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0035.png
fiber_0036.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0036.png
fiber_0037.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0037.png
fiber_0038.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0038.png
fiber_0039.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0039.png
fiber_0040.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0040.png
fiber_0041.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0041.png
fiber_0042.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0042.png
fiber_0043.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0043.png
fiber_0044.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0044.png
fiber_0045.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0045.png
fiber_0046.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0046.png
fiber_0047.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0047.png
fiber_0048.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0048.png
fiber_0049.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0049.png
fiber_0050.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0050.png
fiber_0051.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0051.png
fiber_0052.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0052.png
fiber_0053.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0053.png
fiber_0054.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0054.png
fiber_0055.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0055.png
fiber_0056.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0056.png
fiber_0057.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0057.png
fiber_0058.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0058.png
fiber_0059.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0059.png
fiber_0060.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0060.png
fiber_0061.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0061.png
fiber_0062.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0062.png
fiber_0063.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0063.png
fiber_0064.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0064.png
fiber_0065.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0065.png
fiber_0066.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0066.png
fiber_0067.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0067.png
fiber_0068.png,fiber,0,train,C:\Users\hs085\Downloads\MICROPLASTIC_DETECTOR-main\MICROPLASTIC_DETECTOR-main\dataset\train\fiber\fiber_0068.png
